movieId,keywords,cast,genres,popularity,title,director,prod_company,avg_rating,revenue_millions
125381,"['cia', 'russia', 'investigation']","['Tara Reid', 'Nick Moran', 'Gregg Henry']","['Action', 'Crime']",1.64,Silent Partner,James D. Deck,Andrew Stevens Entertainment,2.75,0.0
125383,[],"['Holly Hunter', 'Kiefer Sutherland', 'Michael Moriarty']","['Drama', 'Romance']",0.61,Woman Wanted,Kiefer Sutherland,Woman Wanted Productions Ltd.,1.5,0.0
125387,[],"['Anthony Michael Hall', 'Bobbie Phillips', 'Leslie Danon']",['Comedy'],0.91,Hail Caesar,Anthony Michael Hall,Crystal Sky Worldwide,2.5,0.0
125389,"['female nudity', 'nudity', 'game show']","['Chuck Barris', 'Robin Altman', 'Mabel King']",['Comedy'],0.49,The Gong Show Movie,Chuck Barris,Universal Pictures,2.75,0.0
125397,"['showdown', 'based on novel', 'wyoming']","['Joel McCrea', 'Brian Donlevy', 'Sonny Tufts']","['Romance', 'Western']",1.02,The Virginian,Stuart Gilmore,Paramount Pictures,2.5,0.0
125399,"['biography', 'historical figure']","['Don Ameche', 'Loretta Young', 'Henry Fonda']","['Drama', 'History']",0.7,The Story of Alexander Graham Bell,Irving Cummings,Twentieth Century Fox Film Corporation,3.0,0.0
125401,"['witch', 'fairy tale', 'evil witch']","['Hugh Pollard', 'Nicola Stapleton', 'David Warner']","['Family', 'Fantasy']",1.15,Hansel and Gretel,Len Talan,Golan-Globus Productions,4.0,0.0
125405,"['small town', 'bank clerk']","['Nancy Carroll', 'Cary Grant', 'Randolph Scott']",['Drama'],0.15,Hot Saturday,William A. Seiter,Paramount Pictures,3.5,0.0
125409,"['robin hood', 'lottery', 'thief']","['Devon Sawa', 'Sarah Chalke', ""Billy O'Sullivan""]","['Adventure', 'Drama']",1.08,Robin of Locksley,Michael Kennedy,Showtime Networks,2.5,0.0
125411,[],"['David Dukes', 'Richard Jordan', 'Harvey Keitel']",['Drama'],3.42,The Men's Club,Peter Medak,Atlantic Entertainment Group,2.33,0.0
125413,"['transporter', 'soul', 'music festival']","['James Brown', 'Bill Withers', 'B.B. King']","['Documentary', 'Music']",0.69,Soul Power,Jeffrey Kusama-Hinte,Antidote Films (I),3.0,0.0
125417,['biography'],"['Clifton Webb', 'Debra Paget', 'Robert Wagner']","['Drama', 'Music']",0.12,Stars and Stripes Forever,Henry Koster,Twentieth Century Fox Film Corporation,2.5,0.0
125421,[],"['Andrew W. Walker', 'Peter Coyote', 'Veronica Milagros']","['Action', 'Western']",0.79,The Gundown,Dustin Rikert,Freewill Films,2.5,0.0
125425,[],"['Sean Patrick Flanery', 'Lou Diamond Phillips', 'Robert Forster']","['Drama', 'Action', 'Adventure']",0.57,Lone Hero,Ken Sanzel,Sodona Entertainment Inc.,2.5,0.0
125433,"['paris', 'france', 'sword']","['Eric Stoltz', 'Gabriel Byrne', 'Nicola Cowper']","['Adventure', 'Drama']",0.2,Lionheart,Franklin J. Schaffner,Hungaro,0.5,0.0
125441,"['fisherman', 'smuggling', 'look-alike']","['Jerry Lewis', 'Harold J. Stone', 'Susan Bay']","['Comedy', 'Crime', 'Action']",0.14,The Big Mouth,Jerry Lewis,Columbia Pictures,3.0,0.0
125445,"['fish market', 'false accusation of murder', 'alcoholic']","['Spencer Tracy', 'Pat O’Brien', 'Diana Lynn']","['Crime', 'Drama']",3.02,The People Against O'Hara,John Sturges,Metro-Goldwyn-Mayer (MGM),1.0,0.0
125453,"['competition', 'nasa', 'space camp']","['Josh Lucas', 'Mira Sorvino', 'Dermot Mulroney']","['Science Fiction', 'Adventure', 'Family']",2.44,Space Warriors,Sean McNamara,Arc Entertainment,2.0,0.0
125455,"['kenya', 'tribal customs']","['Rock Hudson', 'Dana Wynter', 'Sidney Poitier']",['Drama'],0.68,Something of Value,Richard Brooks,Metro-Goldwyn-Mayer (MGM),2.75,0.0
125457,"['underworld', 'on the run']","['Humphrey Bogart', 'Kay Francis', 'James Stephenson']","['Romance', 'Crime', 'Drama']",1.08,King of the Underworld,Lewis Seiler,Warner Bros.,2.75,0.0
125461,[],"['Gloria Swanson', 'Lawrence Gray', 'Gertrude Astor']",['Comedy'],0.11,Stage Struck,Allan Dwan,Paramount Pictures,4.0,0.0
125465,"['screenwriter', 'struggling actor']","['Walter Matthau', 'Ann-Margret', 'Dinah Manoff']","['Drama', 'Comedy']",0.51,I Ought to Be in Pictures,Herbert Ross,Twentieth Century Fox Film Corporation,3.5,0.0
125471,"['cold war', 'astronaut']","['Jerry Lewis', 'Connie Stevens', 'Robert Morley']","['Comedy', 'Science Fiction']",0.58,Way Way Out,Gordon Douglas,Coldwater,2.5,0.0
125475,['lassie'],"['Gary Gray', 'Paul Kelly', 'Bruce Cowling']","['Action', 'Adventure', 'Drama']",0.11,The Painted Hills,Harold F. Kress,Metro-Goldwyn-Mayer (MGM),3.5,0.0
125485,"['revolutionary', 'havana cuba']","['Jennifer Jones', 'John Garfield', 'Gilbert Roland']","['Action', 'Drama', 'Romance']",0.74,We Were Strangers,John Huston,Horizon Pictures,2.75,0.0
125489,"['fire', 'boat', 'stolen money']","['Tommy Lee Jones', 'Martha Plimpton', 'Brian Dennehy']","['Adventure', 'Crime', 'Family']",0.58,The River Rat,Tom Rickman,Cinema Group Ventures,3.0,1.143
125499,['charlie chan'],"['Sidney Toler', 'Mantan Moreland', 'Victor Sen Yung']","['Crime', 'Mystery', 'Thriller']",0.6,The Trap,Howard Bretherton,Monogram Pictures,2.0,0.0
125501,[],"['Charisma Carpenter', 'Eric Mabius', 'Jeffrey Combs']","['Drama', 'Fantasy', 'Horror']",0.53,Voodoo Moon,Kevin VanHook,IDT Entertainment,1.5,0.0
125503,"['marriage', 'living in sin']","['Joan Crawford', 'Gary Cooper', 'Robert Young']","['Romance', 'Drama', 'Action']",0.51,Today We Live,Howard Hawks,Metro-Goldwyn-Mayer (MGM),3.0,0.0
125507,[],"['Doris Day', 'Richard Widmark', 'Gig Young']","['Comedy', 'Romance']",0.47,The Tunnel of Love,Gene Kelly,Arwin Productions,3.25,0.0
125509,"['sheriff', 'eel', 'animal horror']","['Kathleen LaGue', 'Doug Swander', 'Matt Holly']","['Action', 'Horror', 'Science Fiction']",3.4,Razortooth,Patricia Harrington,Capital Arts Entertainment,1.0,0.0
125513,"['jealousy', 'engagement', 'feet']","['Fredric March', 'Kim Novak', 'Glenda Farrell']",['Drama'],4.74,Middle of the Night,Delbert Mann,Columbia Pictures,3.0,0.0
125517,"['marine corps', 'boot camp', 'drill instructor']","['Jack Webb', 'Don Dubbins', 'Jackie Loughery']",['Drama'],0.77,The D.I.,Jack Webb,Mark VII Ltd.,3.0,0.0
125519,"['undercover', 'fbi', 'fbi agent']","['Tony Curtis', 'Dean Martin', 'Janet Leigh']",['Comedy'],0.86,Who Was That Lady?,George Sidney,Columbia Pictures,3.75,0.0
125521,['vigilante'],"['Bo Svenson', 'Luke Askew', 'John Davis Chandler']","['Action', 'Adventure', 'Drama']",1.02,Walking Tall Part II,Earl Bellamy,Bing Crosby Productions,2.17,0.0
125523,"['general', 'korea']","['Richard Widmark', 'Richard Basehart', 'Dolores Michaels']","['Drama', 'Mystery', 'War']",0.09,Time Limit,Karl Malden,United Artists,3.0,0.0
125543,"['survival', 'lifeboat', 'bombardier']","['Tom Felton', 'Garret Dillahunt', 'Jake Abel']","['War', 'Adventure']",7.94,Against the Sun,Brian Falk,The American Film Company,2.71,0.0
125555,"['back from the dead', 'soup', 'soup kitchen']","['Bela Lugosi', 'John Archer', 'Wanda McKay']","['Comedy', 'Crime', 'Horror']",1.2,Bowery at Midnight,Wallace Fox,Monogram Pictures,2.5,0.0
125567,"['canada', 'cree indian', 'mountie']","['Tyrone Power', 'Cameron Mitchell', 'Thomas Gomez']",['Western'],0.82,Pony Soldier,Joseph M. Newman,Twentieth Century Fox Film Corporation,2.0,0.0
125571,[],"['Andre Braugher', 'Daniel Stern', 'Ruby Dee']",['Drama'],0.08,The Court-Martial of Jackie Robinson,Larry Peerce,Turner Pictures,3.0,0.0
125583,"['hypnotism', 'king louis xv']","['Orson Welles', 'Nancy Guild', 'Raymond Burr']","['Drama', 'Mystery', 'Romance']",0.47,Black Magic,Orson Welles,United Artists,2.75,0.0
125632,[],"['Gayle Wells', 'Walt Dongo', 'Walt Dongo']",[],0.0,In Our Garden,Giuseppe Andrews,Ventura Hi-Way Productions,4.5,0.0
125642,[],[],"['Comedy', 'Animation']",0.0,One Step Ahead of My Shadow,Rudolf Ising,Leon Schlesinger Studios,2.0,0.0
125646,['collie dog'],"['Peter Breck', 'Peggy McCay', ""Carroll O'Connor""]",['Drama'],0.89,Lad: A Dog,Leslie H. Martinson,Vanguard Productions (I),4.0,0.0
125648,"['monster', 'vampire', 'space travel']","['John Carradine', 'Robert Dix', 'Vicki Volante']","['Action', 'Horror', 'Science Fiction']",0.7,Horror of the Blood Monsters,Al Adamson,Independent International Pictures (I-I),0.5,0.0
125654,"['1970s', 'jazz', 'heroin']","['John Hawkes', 'Elle Fanning', 'Glenn Close']","['Drama', 'Music']",3.16,Low Down,Jeff Preiss,Bona Fide Productions,3.2,0.0
125656,"['folk music', 'concert film']","['Oscar Isaac', 'Joan Baez', 'Jack White']",['Documentary'],0.4,"Another Day, Another Time: Celebrating the Music of ""Inside Llewyn Davis""",Christopher Wilcha,Showtime Networks,3.83,0.0
125786,[],"['Trent Ford', 'Tammy Blanchard', 'Morgan Spector']","['Drama', 'Romance', 'War']",4.63,Burning Blue,D.M.W. Greer,Lionsgate,3.09,0.0
125833,"['runaway', 'orphan', 'early 1900s']","['Brandon De Wilde', 'Lee Marvin', 'Gary Merrill']","['Drama', 'Family', 'Western']",0.46,The Missouri Traveler,Jerry Hopper,C.V. Whitney Pictures,3.0,0.0
125836,"['wilderness', 'new england']","['Brian Keith', 'Vera Miles', 'Brandon De Wilde']","['Drama', 'Family']",0.28,Those Calloways,Norman Tokar,Walt Disney Productions,4.0,0.0
125852,"['singer', 'illegitimate child']","['Claudette Colbert', 'Ricardo Cortez', 'David Manners']","['Romance', 'Drama', 'Music']",0.07,Torch Singer,Alexander Hall,Paramount Pictures,2.0,0.0
125854,"['based on novel', 'holocaust', 'jewish']","['Maximilian Schell', 'Melissa Gilbert', 'Joan Plowright']",['Drama'],0.04,The Diary of Anne Frank,Boris Sagal,20th Century Fox Television,3.25,0.0
125882,[],"['Barbara Stanwyck', 'Robert Young', 'Hardie Albright']","['Drama', 'Comedy', 'Romance']",0.99,Red Salute,Sidney Lanfield,Edward Small Productions,2.5,0.0
125884,"['restaurant', 'police', 'murder']","['Warren William', 'Margaret Lindsay', 'Donald Woods']","['Comedy', 'Crime', 'Drama']",0.26,The Case of the Curious Bride,Michael Curtiz,Warner Bros.,2.75,0.0
125886,"['knife', 'beauty contest', 'perry mason']","['Warren William', 'Genevieve Tobin', 'Patricia Ellis']","['Mystery', 'Comedy', 'Crime']",0.1,The Case of the Lucky Legs,Archie Mayo,Warner Bros.,2.25,0.0
125894,[],"['Will Rogers', 'Billie Burke', 'Alison Skipworth']",['Comedy'],0.05,Doubting Thomas,David Butler,Fox Film Corporation,2.0,0.0
125906,"['father', 'politics', 'murder']","['Aubrey Plaza', 'Parker Posey', 'Liam Aiken']",['Drama'],4.24,Ned Rifle,Hal Hartley,Possible Films,3.5,0.0
125908,['baseball'],"['Tony Schrager', 'John Drennen']",['Documentary'],0.01,Time in the Minors,Tony Okun,Oh! Show Productions,3.17,0.0
125914,"['based on novel', 'painting', 'debt']","['Johnny Depp', 'Gwyneth Paltrow', 'Ewan McGregor']","['Comedy', 'Adventure']",10.24,Mortdecai,David Koepp,Lionsgate,2.8,30.419
125916,"['based on novel', 'perversion', 'spanking']","['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle']","['Drama', 'Romance', 'Thriller']",33.07,Fifty Shades of Grey,Sam Taylor-Johnson,Focus Features,1.96,571.006
125920,"['thailand', 'muay thai', 'rural setting']","['Stam Sor Con Lek', 'Pet Chor Chanachai', 'Jid']","['Documentary', 'Action']",0.12,Buffalo Girls,Todd Kellstein,Union Entertainment Group (II),4.25,0.0
125938,"['music', 'stand-up comedy']",['Reggie Watts'],"['Comedy', 'Music']",0.24,Reggie Watts: Why Shit So Crazy?,Duncan Skiles,Waverly Films,3.42,0.0
125944,['female vampire'],"['David Naughton', 'Dorian Harewood', 'Marilyn Jones']","['TV Movie', 'Crime', 'Horror']",0.25,Desire: The Vampire,John Llewellyn Moxey,Green/Epstein Productions,2.5,0.0
125946,"['counter-culture', 'disciples', 'multiple murders']","['Charles Manson', 'Vincent Bugliosi', 'Lynette Fromme']",['Documentary'],0.15,Manson,Laurence Merrick,Tobann International Pictures,3.33,0.0
125948,"['halloween', 'short']","['Jackson Beck', 'Jack Mercer', 'Mae Questel']","['Comedy', 'Animation']",0.27,Fright to the Finish,Seymour Kneitel,Famous Studios,2.5,0.0
125950,"['suicide', 'poison', 'commune']","['Powers Boothe', 'Ned Beatty', 'Irene Cara']","['Drama', 'TV Movie']",0.21,Guyana Tragedy: The Story of Jim Jones,William A. Graham,The Königsberg Company,3.43,0.0
125964,['woman director'],"['Brett Gelman', 'Katherine Waterston']",['Drama'],0.6,Eat,Janicza Bravo,Periscope Entertainment,2.5,0.0
125966,"['holiday', 'halloween', 'haunted house']","['Lorenzo Music', 'Thom Huge', 'Thom Huge']","['Animation', 'Family']",1.64,Garfield's Halloween Adventure,Phil Roman,20th Century Fox Home Entertainment,2.65,0.0
125970,"['holiday', 'witch', 'magic']","['Debbie Reynolds', 'Judith Hoag', 'Kimberly J. Brown']","['Adventure', 'Comedy', 'Family']",5.32,Halloweentown,Duwayne Dunham,Ventura Valley Films,3.37,0.0
125974,"['holiday', 'witch', 'magic']","['Debbie Reynolds', 'Joey Zimmerman', 'Emily Roeske']","['Adventure', 'Comedy', 'Family']",4.02,Halloweentown High,Mark A.Z. Dippé,Reel FX Creative Studios,3.42,0.0
125982,"['witch', 'halloween', 'disney short']","['Clarence Nash', 'June Foray', 'Thurl Ravenscroft']",['Animation'],0.77,Trick or Treat,Jack Hannah,Walt Disney Productions,2.0,0.0
125984,['based on true story'],"['Brad Davis', 'Roxanne Hart', 'Brad Dourif']",[],0.04,Vengeance: The Story of Tony Cimo,Marc Daniels,Nederlander Television & Film Productions,2.75,0.0
125988,['hollywood'],"['Clara Bow', 'Rin-Tin-Tin', 'Eugen Sandow']",['Documentary'],0.38,100 Years at the Movies,Chuck Workman,Turner Classic Movies (TCM),3.0,0.0
125992,[],"['Charles Durning', 'Chris Latta', 'Miriam Flynn']","['Animation', 'Family']",0.04,The Butter Battle Book,Ralph Bakshi,Turner Network Television (TNT),3.17,0.0
125994,[],"['Mel Blanc', 'Joan Gerber']",['Animation'],0.33,Corn on the Cop,Irv Spector,Warner Bros.,2.5,0.0
125998,"['holiday', 'halloween', 'dr. seuss']","['Hans Conried', 'Hal Smith', 'Gary Shapiro']","['Family', 'Animation']",0.69,Halloween is Grinch Night,Gerard Baldwin,DePatie-Freleng Enterprises (DFE),3.75,0.0
126002,"['based on novel', 'courtroom', 'tv movie']","['Jaclyn Smith', 'Ken Howard', 'Kevin Conway']","['Action', 'Drama', 'Adventure']",0.98,Rage of Angels,Buzz Kulik,NBC Productions,2.5,0.0
126004,[],"['Jaclyn Smith', 'Ken Howard', 'Michael Nouri']","['TV Movie', 'Drama']",0.57,Rage of Angels: The Story Continues,Paul Wendkos,NBC Productions,2.5,0.0
126006,"['santa claus', 'snow storm', 'christmas tree']",['Paul Wing'],"['Animation', 'Family', 'Fantasy']",0.32,Rudolph the Red-Nosed Reindeer,Max Fleischer,Jam Handy Organization (JHO),2.38,0.0
126012,['halloween'],"['Bill Cosby', 'Jan Crawford']",['Animation'],0.05,The Fat Albert Halloween Special,Hal Sutherland,Filmation Associates,2.0,0.0
126016,['geometry'],['Robert Morley'],"['Romance', 'Animation', 'Comedy']",0.92,The Dot and the Line: A Romance in Lower Mathematics,Chuck Jones,Metro-Goldwyn-Mayer (MGM),2.74,0.0
126032,['halloween'],['Bonnie Poe'],"['Horror', 'Animation', 'Comedy']",0.15,Betty Boop's Hallowe'en Party,Dave Fleischer,Fleischer Studios,2.5,0.0
126034,['halloween'],[],"['Horror', 'Comedy', 'Animation']",0.15,Halloween,Dick Huemer,Screen Gems,1.5,0.0
126036,"['magic', 'barbie', 'fashion']","['Diana Kaarina', 'Adrian Petriw', 'Tabitha St. Germain']","['Family', 'Animation']",4.29,Barbie: A Fashion Fairytale,William Lau,Mattel,2.41,0.0
126038,"['witch', 'monster', 'halloween']","['Judd Hirsch', 'Mariette Hartley', 'Henry Gibson']","['Horror', 'Comedy', 'Family']",0.9,The Halloween That Almost Wasn't,Bruce Bilson,Vestron Pictures,1.67,0.0
126040,"['drug', 'silent film']","['Douglas Fairbanks', 'Bessie Love', 'Allan Sears']","['Mystery', 'Comedy', 'Crime']",0.44,The Mystery of the Leaping Fish,Christy Cabanne,Triangle Film Corporation,2.67,0.0
126042,['rocks'],['Mindy Ramaker'],[],1.56,The 3 Rs,David Lynch,Viennale,2.95,0.0
126048,"['mickey mouse', 'disney short', 'chip n dale']","['James MacDonald', 'Dessie Flynn', 'Clarence Nash']","['Animation', 'Comedy']",1.16,Pluto's Christmas Tree,Jack Hannah,RKO Radio Pictures,3.36,0.0
126056,"['addiction', 'low-budget', 'coven']","['Mark Borchardt', 'Tom Schimmels', 'Jack Bennett']","['Drama', 'Horror']",0.44,Coven,Mark Borchardt,Northwest Productions,2.67,0.0
126066,"['bugs bunny', 'genie']","['Mel Blanc', 'June Foray']","['Animation', 'Family', 'Comedy']",0.42,Broom-Stick Bunny,Chuck Jones,Warner Bros.,3.73,0.0
126072,"['winter', 'disney short', 'based on short story']",[],"['Drama', 'Animation']",3.53,The Little Matchgirl,Roger Allers,Walt Disney Pictures,3.28,0.0
126074,"['skeleton', 'cartoon', 'thunderstorm']",[],['Animation'],0.61,The Haunted House,Walt Disney,Walt Disney Pictures,3.5,0.0
126084,[],"['Paul Clemens', 'Michael James Kacey', 'Fay Kato']","['Comedy', 'Horror']",1.86,The Horribly Slow Murderer with the Extremely Inefficient Weapon,Richard Gale,Chaotic Rampage American Pictures,3.41,0.0
126088,['holiday'],"['Jean Vander Pyl', 'Frank Welker', 'B. J. Ward']","['Animation', 'Comedy', 'Family']",0.87,A Flintstones Christmas Carol,Joanna Romersa,Hanna-Barbera,2.44,0.0
126092,"['disney short', 'silly symphony']",[],['Animation'],0.09,The Cat's Out,Wilfred Jackson,Columbia Pictures,3.0,0.0
126102,[],"[""Bobby 'Wheezer' Hutchins"", 'Mary Ann Jackson', 'Jackie Cooper']","['Family', 'Comedy']",0.01,Bouncing Babies,Robert F. McGowan,Hal Roach Studios,3.0,0.0
126104,[],"['Michael Ian Black', 'Michael Showalter', 'David Wain']",['Comedy'],0.05,Stella: Live in Boston,Jonathan Stern,Shout! Factory,3.25,0.0
126110,"['lightning', 'cat', 'wheelchair']","['Basil Rathbone', 'Hugh Herbert', 'Broderick Crawford']","['Comedy', 'Horror', 'Mystery']",0.94,The Black Cat,Albert S. Rogell,Universal Pictures,3.42,0.0
126124,[],"['Christopher Rich', 'Lauren Holly', 'Karen Kopins']","['TV Movie', 'Comedy']",0.05,Archie To Riverdale and Back Again,Dick Lowry,Patchett Kaufman Entertainment,2.5,0.0
126146,[],"['Louisa Krause', 'Libby Woodbridge', 'Roderick Hill']",['Drama'],1.63,King Kelly,Andrew Neel,SeeThink Films,2.83,0.0
126219,['marijuana'],"['Harley Wood', 'Hugh McArthur', 'Pat Carlyle']","['Documentary', 'Drama', 'History']",0.7,Marihuana,Dwain Esper,Roadshow Attractions,2.75,0.0
126229,"['kidnapping', 'chase', 'alien']","['Eric Roberts', 'Sherilyn Fenn', 'Dean Stockwell']","['Horror', 'Science Fiction', 'Thriller']",0.48,The Shadow Men,Timothy Bond,Bruin Grip Services,3.17,0.0
126243,['manservant'],"['Arthur Treacher', 'Virginia Field', 'David Niven']",['Comedy'],0.01,"Thank You, Jeeves!",Arthur Greville Collins,Twentieth Century Fox Film Corporation,3.0,0.0
126247,[],"['Barbara Stanwyck', 'Joel McCrea', 'Lloyd Nolan']","['Crime', 'Drama', 'Romance']",0.12,Internes Can't Take Money,Alfred Santell,Paramount Pictures,2.0,0.0
126249,"['hospital', 'surgery']","['Errol Flynn', 'Anita Louise', 'Margaret Lindsay']","['Drama', 'Romance']",0.43,Green Light,Frank Borzage,Warner Bros.,1.5,0.0
126283,"['puritan', 'tragic love', 'witch hunt']","['Claudette Colbert', 'Fred MacMurray', 'Harvey Stephens']",['Drama'],0.29,Maid of Salem,Frank Lloyd,Paramount Pictures,2.0,0.0
126290,"['valet', 'possessiveness', 'miami beach']","['Tyrone Power', 'Loretta Young', 'Stuart Erwin']","['Comedy', 'Romance']",0.46,Second Honeymoon,Walter Lang,Twentieth Century Fox Film Corporation,2.0,0.0
126296,"['switzerland', 'sleigh', 'train']","['Claudette Colbert', 'Melvyn Douglas', 'Robert Young']","['Comedy', 'Romance']",0.73,I Met Him in Paris,Wesley Ruggles,Paramount Pictures,1.75,0.0
126322,"['hotel', 'musical', 'blonde']","['Norma Shearer', 'Clark Gable', 'Edward Arnold']","['Comedy', 'Drama']",0.16,Idiot's Delight,Clarence Brown,Metro-Goldwyn-Mayer (MGM),3.0,0.0
126335,"['skateboarding', 'family relationships']","['Trenton Knight', 'Bruce Davison', 'Dee Wallace']","['Family', 'Fantasy']",1.2,The Skateboard Kid II,Andrew Stevens,Concorde-New Horizons,0.5,0.0
126341,"['monster', 'mutant', 'post-apocalyptic']","['Andrew Stevens', 'Stella Stevens', 'Chick Vennera']","['Horror', 'Science Fiction']",0.75,The Terror Within II,Andrew Stevens,Concorde Pictures,2.0,0.0
126399,[],"['Kate Bosworth', 'Josh Lucas', 'Radha Mitchell']",['Drama'],2.76,Big Sur,Michael Polish,3311 Productions,2.7,0.034
126405,"['computer animation', 'pixar animation']",[],['Animation'],3.47,The Adventures of André and Wally B.,Alvy Ray Smith,Lucasfilm,2.08,0.0
126418,"['paris', 'new york', 'florist']","['Melanie Lynskey', 'Maggie Grace', 'Simon Helberg']","['Comedy', 'Romance']",3.85,We'll Never Have Paris,Simon Helberg,Marc Platt Productions,2.03,0.0
126430,"['world war ii', 'miniseries']","['James Badge Dale', 'Joseph Mazzello', 'Jon Seda']","['Action', 'Adventure', 'Drama']",6.09,The Pacific,Graham Yost,Playtone,3.97,0.0
126482,"['elves', 'musical', 'aftercreditsstinger']","['Alan Cumming', 'Evan Rachel Wood', 'Elijah Kelley']","['Music', 'Animation', 'Family']",10.19,Strange Magic,Gary Rydstrom,Lucasfilm,2.96,13.603
126548,"['high school', 'teenager', 'popularity']","['Mae Whitman', 'Robbie Amell', 'Bella Thorne']","['Romance', 'Comedy']",8.59,The DUFF,Ari Sandel,Wonderland Sound and Vision,3.31,43.529
126554,"['egypt', 'ice', 'earthquake']","['Barton Bund', 'Bailey Spry', 'Owais Ahmed']","['Science Fiction', 'Adventure']",1.73,Age of Ice,Emile Edwin Smith,The Asylum,2.0,0.0
126562,"['apocalypse', 'wedding', 'end of times']","['Alexa PenaVega', 'Johnny Pacar', 'Shaun Sipos']","['Thriller', 'Horror']",14.79,The Remaining,Casey La Scala,Affirm Films,2.42,1.17
126573,['cat'],"['Mel Blanc', 'Donna Christie', 'Peter Cullen']","['Comedy', 'Family', 'Animation']",0.0,Heathcliff: The Movie,Bruno Bianchi,DiC Enterprises,1.5,0.0
126575,"['assassin', 'mob boss']","['Salma Hayek', 'Hiroyuki Watanabe', 'Jennifer Blanc']","['Thriller', 'Action']",13.15,Everly,Joe Lynch,Crime Scene Pictures,2.42,0.0
126597,"['palestinian', 'american']","['Diane Keaton', 'Klaus Kinski', 'Sami Frey']",['Thriller'],1.12,The Little Drummer Girl,George Roy Hill,Bavaria Film,4.0,0.0
126749,"['slavery', 'elephant', 'childhood memory']","['Gordon Pinsent', 'Elizabeth Hanna', 'Lisa Yamanaka']","['Adventure', 'Animation', 'Family']",0.95,Babar The Movie,Alan Bunce,New Line Cinema,2.5,0.0
126921,"['fox', 'dog']","['Reba McEntire', 'Patrick Swayze', 'Jonah Bobo']","['Adventure', 'Animation', 'Comedy']",7.43,The Fox and the Hound 2,Jim Kammerud,Walt Disney Pictures,3.1,0.0
126933,"['library of congress', 'film preservation']","['Jeff Adachi', 'James H. Billington', 'Robin Blaetz']",['Documentary'],1.26,These Amazing Shadows,Paul Mariano,Gravitas Docufilms,3.27,0.0
126935,[],['Werner Herzog'],['Documentary'],0.19,Garlic Is As Good As Ten Mothers,Les Blank,Flower Films,3.57,0.0
126951,[],"['Elizabeth Armstrong', 'Richard Arum', 'Jamshed Bharucha']",['Documentary'],0.94,Ivory Tower,Andrew Rossi,Participant Media,3.32,0.0
126963,"['cat', 'woman director', 'short']",['Maya Deren'],[],0.35,The Private Life of a Cat,Alexander Hammid,Film Publishers,3.4,0.0
127009,"['dirty cop', 'reporter', 'film noir']","['William Gargan', 'Janis Carter', 'Jeff Donnell']",['Drama'],0.84,Night Editor,Henry Levin,Columbia Pictures Corporation,2.75,0.0
127013,"['gas station', 'kidnapping', 'film noir']","['Lawrence Tierney', 'Ted North', 'Nan Leslie']",['Crime'],0.63,The Devil Thumbs a Ride,Felix E. Feist,RKO Radio Pictures,3.0,0.0
127017,['mad scientist'],"['Boris Karloff', 'Lorna Gray', 'Robert Wilcox']","['Horror', 'Science Fiction', 'Thriller']",0.67,The Man They Could Not Hang,Nick Grinde,Columbia Pictures Corporation,2.5,0.0
127019,"['fixed gear bike', 'fixed', 'fixie']","['Lucas Brunelle', 'Alfred Bobé Jr.', 'Christian Thormann']",['Documentary'],0.95,Line of Sight,Benny Zenga,Alleycat Studios,3.07,0.0
127021,"['pop culture', 'collector', 'documentary']","['Atom Egoyan', 'Cassandra Peterson', 'Lloyd Kaufman']",['Documentary'],1.28,Rewind This!,Josh Johnson,Imperial PolyFarm Productions,3.36,0.0
127027,"['helicopter', 'monster', 'tyrannosaurus rex']","['Jock Mahoney', 'Shirley Patterson', 'William Reynolds']","['Adventure', 'Fantasy', 'Science Fiction']",0.7,The Land Unknown,Virgil W. Vogel,Universal International Pictures (UI),1.4,0.0
127046,['sherlock holmes'],"['Basil Rathbone', 'Nigel Bruce', 'Marjorie Riordan']","['Mystery', 'Adventure', 'Crime']",1.17,Pursuit to Algiers,Roy William Neill,Universal Pictures,3.3,0.0
127054,"['museum', 'dinosaur', 'silent film']","['Winsor McCay', 'George McManus', 'Roy L. McCardell']","['Animation', 'Comedy']",1.91,Gertie the Dinosaur,Winsor McCay,Vitagraph Company of America,2.86,0.0
127088,"['supernatural', 'evil spirit', 'spirit']","['Matthew Gray Gubler', 'Ray Wise', 'Kat Dennings']","['Horror', 'Comedy']",3.25,Suburban Gothic,Richard Bates Jr.,New Normal Films,2.94,0.0
127096,"['time travel', 'time machine', 'teenager']","['Jonny Weston', 'Virginia Gardner', ""Sofia Black-D'Elia""]","['Science Fiction', 'Thriller']",9.36,Project Almanac,Dean Israelite,Paramount Pictures,3.29,32.248
127098,['stand-up comedy'],['Louis C.K.'],['Comedy'],2.52,Louis C.K.: Live at The Comedy Store,Louis C.K.,Pig Newton,3.97,0.0
127112,"['pastor', 'archaeologist', 'holy land']","['Sam Rockwell', 'Jemaine Clement', 'Amy Ryan']",['Comedy'],2.79,Don Verdean,Jared Hess,Lions Gate Films,2.92,0.031
127114,[],"['Jason Segel', 'Jesse Eisenberg', 'Anna Chlumsky']",['Drama'],9.2,The End of the Tour,James Ponsoldt,A24,3.73,3.003
